,sell_type,car_type,year,price,km
1436,segunda_mano,Model X,2020,75000.0,76.0
1437,segunda_mano,Model 3,2020,31900.0,63.0
1438,segunda_mano,Model S,2018,35000.0,123.0
1439,segunda_mano,Model 3,2020,27300.0,73.0
1440,segunda_mano,Model 3,2021,34999.0,8000.0
1441,segunda_mano,Model Y,2023,38900.0,19.0
1442,segunda_mano,Model 3,2022,29790.0,57.0
1443,segunda_mano,Model 3,2020,26490.0,49.0
1444,segunda_mano,Model 3,2021,25850.0,93.0
1445,segunda_mano,Model 3,2023,31950.0,17.0
1446,segunda_mano,Model X,2017,44500.0,199.0
1447,segunda_mano,Model 3,2021,25000.0,92.0
1448,segunda_mano,Model X,2017,31990.0,240.0
1449,segunda_mano,Model Y,2021,36850.0,48.0
1450,segunda_mano,Model S,2017,25000.0,164.0
1451,segunda_mano,Model Y,2021,32650.0,96.0
1452,segunda_mano,Model 3,2019,22900.0,75.0
1453,segunda_mano,Model S,2018,37900.0,79.0
1454,segunda_mano,Model 3,2020,29900.0,65.0
1455,segunda_mano,Model 3,2020,20900.0,168.0
1456,segunda_mano,Model 3,2021,32975.0,69.0
1457,segunda_mano,Model 3,2021,34990.0,30.0
1458,segunda_mano,Model 3,2021,28475.0,72.0
1459,segunda_mano,Model S,2017,26475.0,109.0
1460,segunda_mano,Model X,2017,34990.0,114.0
1461,segunda_mano,Model S,2020,56990.0,66.0
1462,segunda_mano,Model S,2020,48990.0,38.0
1463,segunda_mano,Model X,2018,43990.0,84.0
1464,segunda_mano,Model Y,2024,30470.0,0.0
1465,segunda_mano,Model Y,2024,33999.0,30.0
1466,segunda_mano,Model Y,2023,42900.0,45.0
1467,segunda_mano,Model Y,2023,49995.0,25.0
1468,segunda_mano,Model Y,2022,34990.0,28.0
1469,segunda_mano,Model Y,2023,43800.0,32.0
1470,segunda_mano,Model Y,2023,38900.0,19.0
1471,segunda_mano,Model S,2013,24990.0,442.0
1472,segunda_mano,Model Y,2023,44900.0,40.0
1473,segunda_mano,Model 3,2022,35500.0,44.0
1474,segunda_mano,Model 3,2019,26900.0,80.0
1475,segunda_mano,Model X,2020,53500.0,93.0
1476,segunda_mano,Model S,2018,35500.0,91.0
1477,segunda_mano,Model 3,2020,29450.0,62.0
1478,segunda_mano,Model 3,2020,25750.0,125.0
1479,segunda_mano,Model 3,2020,35990.0,56.0
1480,segunda_mano,Model 3,2020,26990.0,138.0
1481,segunda_mano,Model 3,2019,20990.0,115.0
1482,segunda_mano,Model 3,2019,26900.0,127.0
1483,segunda_mano,Model 3,2022,28995.0,56.0
1484,segunda_mano,Model 3,2020,32999.0,72.0
1485,segunda_mano,Model 3,2019,19990.0,119.0
1486,segunda_mano,Model 3,2024,25970.0,0.0
1487,segunda_mano,Model 3,2022,33998.0,57.0
1488,segunda_mano,Model 3,2019,29990.0,78.0
1489,segunda_mano,Model 3,2019,22000.0,141.0
1490,segunda_mano,Model 3,2019,21999.0,104.0
1491,segunda_mano,Model 3,2021,34990.0,65.0
1492,segunda_mano,Model 3,2021,32990.0,44.0
1493,segunda_mano,Model 3,2020,28999.0,70.0
1494,segunda_mano,Model 3,2022,29790.0,57.0
1495,segunda_mano,Model S,2018,45900.0,41.0
1496,segunda_mano,Model 3,2022,37900.0,55.0
1497,segunda_mano,Model 3,2020,37890.0,74.0
1498,segunda_mano,Model 3,2020,27990.0,45.0
1499,segunda_mano,Model 3,2019,25990.0,147.0
1500,segunda_mano,Model 3,2019,21750.0,98.0
1501,segunda_mano,Model 3,2020,22700.0,160.0
1502,segunda_mano,Model 3,2021,29500.0,80.0
1503,segunda_mano,Model 3,2024,32000.0,26.0
1504,segunda_mano,Model 3,2024,44900.0,16.0
1505,segunda_mano,Model 3,2019,23990.0,190.0
1506,segunda_mano,Model 3,2019,23990.0,190.0
1507,segunda_mano,Model 3,2020,26990.0,97.0
1508,segunda_mano,Model 3,2020,24500.0,130.0
1509,segunda_mano,Model 3,2022,30990.0,39.0
1510,segunda_mano,Model 3,2019,29500.0,135.0
1511,segunda_mano,Model X,2018,39500.0,90.0
1512,segunda_mano,Model 3,2023,37990.0,12.0
1513,segunda_mano,Model 3,2020,36900.0,33.0
1514,segunda_mano,Model 3,2019,23500.0,76.0
1515,segunda_mano,Model 3,2019,25000.0,140.0
1516,segunda_mano,Model 3,2019,28990.0,172.0
1517,segunda_mano,Model 3,2019,19990.0,139.0
1518,segunda_mano,Model 3,2019,20990.0,115.0
1519,segunda_mano,Model 3,2019,19990.0,139.0
1520,segunda_mano,Model 3,2024,29000.0,100.0
1521,segunda_mano,Model 3,2022,35200.0,39.0
1522,segunda_mano,Model 3,2019,24999.0,71.0
1523,segunda_mano,Model 3,2021,26500.0,90.0
1524,segunda_mano,Model 3,2021,33990.0,40.0
1525,segunda_mano,Model S,2017,35990.0,149.0
1526,segunda_mano,Model 3,2023,30990.0,45.0
1527,segunda_mano,Model 3,2020,32890.0,65.0
1528,segunda_mano,Model 3,2020,27490.0,127.0
1529,segunda_mano,Model 3,2022,30990.0,39.0
1530,segunda_mano,Model 3,2019,29990.0,90.0
1531,segunda_mano,Model 3,2022,30990.0,39.0
1532,segunda_mano,Model 3,2020,27990.0,97.0
1533,segunda_mano,Model 3,2020,29850.0,26.0
1534,segunda_mano,Model 3,2019,24990.0,164.0
1535,segunda_mano,Model 3,2021,32900.0,32.0
1536,segunda_mano,Model S,2017,23000.0,180.0
1537,segunda_mano,Model 3,2022,35200.0,39.0
1538,segunda_mano,Model 3,2021,26500.0,90.0
1539,segunda_mano,Model S,2019,39000.0,120.0
1540,segunda_mano,Model 3,2024,37990.0,421.0
1541,segunda_mano,Model 3,2019,33490.0,23.0
1542,segunda_mano,Model 3,2019,29990.0,165.0
1543,segunda_mano,Model 3,2022,35000.0,60.0
1544,segunda_mano,Model 3,2021,32990.0,32.0
1545,segunda_mano,Model 3,2019,25990.0,153.0
1546,segunda_mano,Model 3,2020,27990.0,172.0
1547,segunda_mano,Model 3,2020,25490.0,179.0
1548,segunda_mano,Model 3,2019,23990.0,190.0
1549,segunda_mano,Model 3,2021,32980.0,63.0
1550,segunda_mano,Model 3,2023,37890.0,55.0
1551,segunda_mano,Model 3,2023,37890.0,55.0
1552,segunda_mano,Model S,2018,30900.0,125.0
1553,segunda_mano,Model S,2017,25000.0,164.0
1554,segunda_mano,Model S,2014,18300.0,203.0
1555,segunda_mano,Model 3,2019,22900.0,133.0
1556,segunda_mano,Model 3,2022,29900.0,45.0
1557,segunda_mano,Model 3,2020,25990.0,86.0
1558,segunda_mano,Model X,2020,69900.0,66.0
1559,segunda_mano,Model 3,2020,29850.0,27.0
1560,segunda_mano,Model 3,2020,28490.0,47.0
1561,segunda_mano,Model X,2018,36900.0,96.0
1562,segunda_mano,Model Y,2022,44490.0,42.0
1563,segunda_mano,Model 3,2021,30300.0,83.0
1564,segunda_mano,Model 3,2019,21500.0,149.0
1565,segunda_mano,Model 3,2020,30900.0,64.0
1566,segunda_mano,Model 3,2020,27400.0,61.0
1567,segunda_mano,Model 3,2022,30990.0,39.0
1568,segunda_mano,Model 3,2019,21000.0,130.0
1569,segunda_mano,Model 3,2019,26000.0,104.0
1570,segunda_mano,Model 3,2021,32990.0,44.0
1571,segunda_mano,Model S,2020,57500.0,70.0
1572,segunda_mano,Model 3,2024,34000.0,1.0
1573,segunda_mano,Model 3,2020,25900.0,129.0
1574,segunda_mano,Model 3,2022,32750.0,35.0
1575,segunda_mano,Model 3,2020,23500.0,196.0
1576,segunda_mano,Model 3,2020,25000.0,149.0
1577,segunda_mano,Model S,2012,46500.0,69.0
1578,segunda_mano,Model 3,2021,28900.0,115.0
1579,segunda_mano,Model 3,2019,24490.0,160.0
1580,segunda_mano,Model 3,2024,45000.0,3.0
1581,segunda_mano,Model 3,2021,32990.0,74.0
1582,segunda_mano,Model 3,2022,29990.0,60.0
1583,segunda_mano,Model 3,2024,50.0,50.0
1584,segunda_mano,Model 3,2019,28990.0,127.0
1585,segunda_mano,Model S,2017,23999.0,199.0
1586,segunda_mano,Model Y,2022,34990.0,28.0
1587,segunda_mano,Model S,2017,31500.0,182.0
1588,segunda_mano,Model 3,2022,29000.0,137.0
1589,segunda_mano,Model 3,2022,32000.0,60.0
1590,segunda_mano,Model Y,2024,40990.0,11.0
1591,segunda_mano,Model Y,2024,40990.0,11.0
1592,segunda_mano,Model S,2019,38900.0,39.0
1593,segunda_mano,Model 3,2024,28000.0,200.0
1594,segunda_mano,Model 3,2020,23999.0,99.0
1595,segunda_mano,Model 3,2022,28995.0,56.0
1596,segunda_mano,Model 3,2022,26000.0,23.0
1597,segunda_mano,Model 3,2022,23990.0,147.0
1598,segunda_mano,Model S,2014,23000.0,230.0
1599,segunda_mano,Model 3,2021,32490.0,60.0
1600,segunda_mano,Model 3,2022,31900.0,65.0
1601,segunda_mano,Model 3,2022,29800.0,40.0
1602,segunda_mano,Model 3,2021,33999.0,8.0
1603,segunda_mano,Model 3,2022,31820.0,30.0
1604,segunda_mano,Model 3,2021,34990.0,62.0
1605,segunda_mano,Model 3,2020,17900.0,201.0
1606,segunda_mano,Model 3,2020,24850.0,128.0
1607,segunda_mano,Model 3,2019,26490.0,81.0
1608,segunda_mano,Model 3,2020,24850.0,128.0
1609,segunda_mano,Model 3,2020,26850.0,77.0
1610,segunda_mano,Model 3,2020,29850.0,26.0
1611,segunda_mano,Model 3,2019,31000.0,147.0
1612,segunda_mano,Model 3,2021,40900.0,37.0
1613,segunda_mano,Model 3,2020,26850.0,77.0
1614,segunda_mano,Model X,2020,58590.0,34.0
1615,segunda_mano,Model 3,2020,21500.0,129.0
1616,segunda_mano,Model X,2020,58590.0,34.0
1617,segunda_mano,Model 3,2023,36400.0,37.0
1618,segunda_mano,Model 3,2020,20999.0,83.0
1619,segunda_mano,Model X,2018,42000.0,64.0
1620,segunda_mano,Model S,2017,68900.0,50.0
1621,segunda_mano,Model 3,2020,22490.0,90.0
1622,segunda_mano,Model 3,2022,31900.0,65.0
1623,segunda_mano,Model 3,2021,26900.0,97.0
1624,segunda_mano,Model 3,2021,32490.0,36.0
1625,segunda_mano,Model 3,2020,32890.0,65.0
1626,segunda_mano,Model S,2018,40000.0,180.0
1627,segunda_mano,Model 3,2020,27490.0,27.0
1628,segunda_mano,Model 3,2019,23900.0,155.0
1629,segunda_mano,Model Y,2021,32650.0,96.0
1630,segunda_mano,Model 3,2023,37990.0,12.0
1631,segunda_mano,Model Y,2022,38900.0,42.0
1632,segunda_mano,Model 3,2019,25975.0,115.0
1633,segunda_mano,Model S,2015,29900.0,180.0
1634,segunda_mano,Model 3,2019,24990.0,180.0
1635,segunda_mano,Model S,2017,33900.0,188.0
1636,segunda_mano,Model 3,2021,30950.0,51.0
1637,segunda_mano,Model 3,2022,34000.0,66.0
1638,segunda_mano,Model 3,2019,24900.0,128.0
1639,segunda_mano,Model 3,2019,25490.0,87.0
1640,segunda_mano,Model 3,2022,30870.0,40.0
1641,segunda_mano,Model 3,2021,31990.0,123.0
1642,segunda_mano,Model 3,2021,31900.0,69.0
1643,segunda_mano,Model 3,2020,23950.0,155.0
1644,segunda_mano,Model 3,2020,26490.0,49.0
1645,segunda_mano,Model 3,2023,31700.0,10.0
1646,segunda_mano,Model 3,2020,21190.0,128.0
1647,segunda_mano,Model 3,2022,33500.0,31.0
1648,segunda_mano,Model 3,2022,31500.0,49.0
1649,segunda_mano,Model 3,2019,22900.0,75.0
1650,segunda_mano,Model 3,2021,36300.0,59.0
1651,segunda_mano,Model 3,2019,21199.0,143.0
1652,segunda_mano,Model 3,2021,35500.0,46.0
1653,segunda_mano,Model 3,2022,27950.0,54.0
1654,segunda_mano,Model 3,2023,30990.0,45.0
1655,segunda_mano,Model 3,2021,33990.0,42.0
1656,segunda_mano,Model 3,2023,28500.0,27.0
1657,segunda_mano,Model X,2019,54990.0,85.0
1658,segunda_mano,Model X,2018,41790.0,97.0
1659,segunda_mano,Model S,2017,27995.0,114.0
1660,segunda_mano,Model 3,2023,40990.0,29.0
1661,segunda_mano,Model X,2017,37900.0,74.0
1662,segunda_mano,Model X,2017,33500.0,207.0
1663,segunda_mano,Model S,2014,25990.0,139.0
1664,segunda_mano,Model X,2018,43700.0,98.0
1665,segunda_mano,Model X,2018,34890.0,55.0
1666,segunda_mano,Model X,2018,56890.0,43.0
1667,segunda_mano,Model X,2018,56890.0,43.0
1668,segunda_mano,Model S,2017,36490.0,97.0
1669,segunda_mano,Model S,2018,34610.0,96.0
1670,segunda_mano,Model S,2020,49990.0,94.0
1671,segunda_mano,Model S,2019,45900.0,49.0
1672,segunda_mano,Model S,2020,55900.0,52.0
1673,segunda_mano,Model S,2020,65000.0,84.0
1674,segunda_mano,Model 3,2020,26990.0,166.0
1675,segunda_mano,Model 3,2022,31820.0,30.0
1676,segunda_mano,Model X,2020,54900.0,93.0
1677,segunda_mano,Model S,2019,36999.0,116.0
1678,segunda_mano,Model S,2014,25490.0,120.0
1679,segunda_mano,Model S,2015,25990.0,98.0
1680,segunda_mano,Model S,2018,38990.0,143.0
1681,segunda_mano,Model 3,2021,28970.0,87.0
1682,segunda_mano,Model 3,2019,26490.0,81.0
1683,segunda_mano,Model 3,2021,35800.0,34.0
1684,segunda_mano,Model S,2019,32990.0,162.0
1685,segunda_mano,Model S,2020,40500.0,97.0
1686,segunda_mano,Model S,2019,42890.0,89.0
1687,segunda_mano,Model 3,2019,25999.0,70.0
1688,segunda_mano,Model S,2017,59900.0,56.0
1689,segunda_mano,Model 3,2022,29790.0,57.0
1690,segunda_mano,Model S,2019,45990.0,78.0
1691,segunda_mano,Model S,2017,45990.0,49.0
1692,segunda_mano,Model X,2018,41990.0,89.0
1693,segunda_mano,Model 3,2020,37890.0,74.0
1694,segunda_mano,Model S,2017,29990.0,159.0
1695,segunda_mano,Model S,2014,21990.0,233.0
1696,segunda_mano,Model 3,2019,23000.0,92.0
1697,segunda_mano,Model S,2018,26900.0,149.0
1698,segunda_mano,Model 3,2021,34900.0,68.0
1699,segunda_mano,Model 3,2020,27300.0,73.0
1700,segunda_mano,Model X,2021,54900.0,58.0
1701,segunda_mano,Model S,2018,34610.0,96.0
1702,segunda_mano,Model 3,2020,26490.0,49.0
1703,segunda_mano,Model 3,2021,29000.0,100.0
1704,segunda_mano,Model 3,2021,34500.0,44.0
1705,segunda_mano,Model 3,2020,21500.0,128.0
1706,segunda_mano,Model 3,2019,20490.0,129.0
1707,segunda_mano,Model Y,2023,49995.0,25.0
1708,segunda_mano,Model X,2017,39990.0,50.0
1709,segunda_mano,Model X,2017,44990.0,139.0
1710,segunda_mano,Model S,2016,24000.0,201.0
1711,segunda_mano,Model 3,2022,33850.0,48.0
1712,segunda_mano,Model 3,2022,33850.0,48.0
1713,segunda_mano,Model Y,2024,36500.0,10.0
1714,segunda_mano,Model 3,2020,25000.0,110.0
1715,segunda_mano,Model S,2017,24900.0,184.0
1716,segunda_mano,Model S,2018,29900.0,110.0
1717,segunda_mano,Model 3,2019,23950.0,119.0
1718,segunda_mano,Model 3,2019,24990.0,116.0
1719,segunda_mano,Model 3,2020,32890.0,65.0
1720,segunda_mano,Model S,2017,26995.0,70.0
1721,segunda_mano,Model 3,2020,26890.0,38.0
1722,segunda_mano,Model 3,2023,31950.0,17.0
1723,segunda_mano,Model S,2018,30995.0,61.0
1724,segunda_mano,Model 3,2019,23990.0,97.0
1725,segunda_mano,Model Y,2024,36500.0,10.0
1726,segunda_mano,Model Y,2024,46990.0,7.0
1727,segunda_mano,Model Y,2022,41900.0,51.0
1728,segunda_mano,Model S,2020,50950.0,59.0
1729,segunda_mano,Model 3,2023,32990.0,29.0
1730,segunda_mano,Model S,2019,32900.0,120.0
1731,segunda_mano,Model 3,2019,27500.0,39.0
1732,segunda_mano,Model S,2018,28900.0,179.0
1733,segunda_mano,Model 3,2019,27000.0,127.0
1734,segunda_mano,Model 3,2019,22999.0,162.0
1735,segunda_mano,Model S,2018,32500.0,114.0
1736,segunda_mano,Model S,2018,39900.0,94.0
1737,segunda_mano,Model Y,2024,46990.0,7.0
1738,segunda_mano,Model S,2018,44900.0,107.0
1739,segunda_mano,Model S,2020,55900.0,76.0
1740,segunda_mano,Model 3,2022,27950.0,53.0
1741,segunda_mano,Model 3,2022,27950.0,53.0
1742,segunda_mano,Model Y,2024,46990.0,7.0
1743,segunda_mano,Model 3,2020,24860.0,28.0
1744,segunda_mano,Model 3,2019,20000.0,120.0
1745,segunda_mano,Model 3,2021,32980.0,63.0
1746,segunda_mano,Model S,2017,45000.0,49.0
1747,segunda_mano,Model X,2017,49990.0,70.0
1748,segunda_mano,Model 3,2020,28990.0,80.0
1749,segunda_mano,Model 3,2019,29990.0,58.0
1750,segunda_mano,Model S,2023,84900.0,13.0
1751,segunda_mano,Model X,2018,38995.0,30.0
1752,segunda_mano,Model 3,2024,35770.0,0.0
1753,segunda_mano,Model 3,2021,26900.0,45.0
1754,segunda_mano,Model 3,2020,23950.0,143.0
1755,segunda_mano,Model 3,2020,27990.0,78.0
1756,segunda_mano,Model X,2017,31990.0,240.0
1757,segunda_mano,Model 3,2022,29990.0,60.0
1758,segunda_mano,Model X,2017,33990.0,99.0
1759,segunda_mano,Model X,2019,37999.0,93.0
1760,segunda_mano,Model 3,2019,25990.0,147.0
1761,segunda_mano,Model 3,2021,25850.0,93.0
1762,segunda_mano,Model 3,2021,25850.0,93.0
1763,segunda_mano,Model 3,2019,28990.0,39.0
1764,segunda_mano,Model 3,2019,24900.0,88.0
1765,segunda_mano,Model X,2019,57900.0,54.0
1766,segunda_mano,Model 3,2021,34500.0,44.0
1767,segunda_mano,Model 3,2021,25000.0,92.0
1768,segunda_mano,Model 3,2021,34500.0,44.0
1769,segunda_mano,Model X,2018,35600.0,72.0
1770,segunda_mano,Model S,2020,39000.0,127.0
1771,segunda_mano,Model 3,2021,39900.0,59.0
1772,segunda_mano,Model 3,2021,39900.0,65.0
1773,segunda_mano,Model 3,2021,26900.0,88.0
1774,segunda_mano,Model 3,2020,29900.0,116.0
1775,segunda_mano,Model 3,2020,31800.0,124.0
1776,segunda_mano,Model 3,2022,37500.0,49.0
1777,segunda_mano,Model 3,2020,31800.0,124.0
1778,segunda_mano,Model 3,2022,27950.0,57.0
1779,segunda_mano,Model 3,2022,27950.0,57.0
1780,segunda_mano,Model 3,2020,31800.0,124.0
1781,segunda_mano,Model S,2020,33900.0,142.0
1782,segunda_mano,Model 3,2022,27850.0,65.0
1783,segunda_mano,Model 3,2022,27850.0,65.0
1784,segunda_mano,Model 3,2020,28500.0,67.0
1785,segunda_mano,Model 3,2023,42000.0,31.0
1786,segunda_mano,Model 3,2019,20000.0,200.0
1787,segunda_mano,Model 3,2021,33890.0,54.0
1788,segunda_mano,Model 3,2023,33000.0,79.0
1789,segunda_mano,Model S,2014,35000.0,220.0
1790,segunda_mano,Model S,2017,43500.0,125.0
1791,segunda_mano,Model 3,2023,29560.0,61.0
1792,segunda_mano,Model 3,2021,27850.0,54.0
1793,segunda_mano,Model 3,2019,27990.0,53.0
1794,segunda_mano,Model Y,2022,44800.0,87.0
1795,segunda_mano,Model 3,2019,25500.0,114.0
1796,segunda_mano,Model 3,2020,25450.0,113.0
1797,segunda_mano,Model 3,2020,25450.0,113.0
1798,segunda_mano,Model X,2017,41000.0,35.0
1799,segunda_mano,Model S,2019,42890.0,89.0
1800,segunda_mano,Model Y,2024,50900.0,5.0
1801,segunda_mano,Model 3,2019,29900.0,61.0
1802,segunda_mano,Model Y,2022,41900.0,38.0
1803,segunda_mano,Model 3,2021,29890.0,68.0
1804,segunda_mano,Model 3,2022,31900.0,65.0
1805,segunda_mano,Model Y,2021,32650.0,96.0
1806,segunda_mano,Model S,2018,28099.0,178.0
1807,segunda_mano,Model X,2020,41990.0,180.0
1808,segunda_mano,Model Y,2021,42000.0,71.0
1809,segunda_mano,Model 3,2021,36900.0,53.0
1810,segunda_mano,Model Y,2022,36200.0,29.0
1811,segunda_mano,Model 3,2020,32890.0,65.0
1812,segunda_mano,Model X,2017,37500.0,130.0
1813,segunda_mano,Model 3,2022,30500.0,54.0
1814,segunda_mano,Model 3,2022,38900.0,19.0
1815,segunda_mano,Model S,2023,74990.0,29.0
1816,segunda_mano,Model 3,2023,29560.0,61.0
1817,segunda_mano,Model 3,2019,20990.0,189.0
1818,segunda_mano,Model 3,2023,35995.0,10.0
1819,segunda_mano,Model Y,2023,39990.0,85.0
1820,segunda_mano,Model 3,2023,34900.0,26.0
1821,segunda_mano,Model 3,2021,35900.0,55.0
1822,segunda_mano,Model 3,2019,32490.0,23.0
1823,segunda_mano,Model 3,2021,24500.0,210.0
1824,segunda_mano,Model 3,2024,36500.0,8.0
1825,segunda_mano,Model 3,2021,31990.0,123.0
1826,segunda_mano,Model 3,2019,24500.0,98.0
1827,segunda_mano,Model 3,2024,34000.0,8.0
1828,segunda_mano,Model X,2020,45500.0,100.0
1829,segunda_mano,Model X,2017,38500.0,130.0
1830,segunda_mano,Model 3,2020,27490.0,27.0
1831,segunda_mano,Model Y,2024,47990.0,7.0
1832,segunda_mano,Model Y,2022,38900.0,47.0
1833,segunda_mano,Model 3,2019,24900.0,88.0
1834,segunda_mano,Model S,2014,23000.0,485.0
1835,segunda_mano,Model 3,2022,36500.0,45.0
1836,segunda_mano,Model S,2014,22990.0,148.0
1837,segunda_mano,Model S,2017,34500.0,85.0
1838,segunda_mano,Model 3,2021,25500.0,240.0
1839,segunda_mano,Model S,2017,19900.0,195.0
1840,segunda_mano,Model 3,2021,27650.0,19.0
1841,segunda_mano,Model Y,2023,39900.0,46.0
1842,segunda_mano,Model 3,2020,28890.0,90.0
1843,segunda_mano,Model 3,2023,32900.0,29.0
1844,segunda_mano,Model X,2016,43000.0,64.0
1845,segunda_mano,Model S,2019,22800.0,189.0
1846,segunda_mano,Model 3,2020,27500.0,120.0
1847,segunda_mano,Model 3,2023,26000.0,20.0
1848,segunda_mano,Model 3,2021,32490.0,36.0
1850,segunda_mano,Model S,2017,18500.0,380.0
1852,segunda_mano,Model S,2019,29900.0,138.0
1854,segunda_mano,Model 3,2021,24700.0,41.0
1855,segunda_mano,Model 3,2021,31500.0,49.0
1856,segunda_mano,Model 3,2019,22900.0,128.0
1858,segunda_mano,Model X,2019,42999.0,110.0
1859,segunda_mano,Model 3,2023,39999.0,9.0
