,year,km,range,max_vel,zero_hundred,high_range,performance,four_wheel_drive,rear_wheel_drive,sell_type_Nuevo,sell_type_Ocasion,car_type_Model 3,car_type_Model S,car_type_Model X,car_type_Model Y,color_BLACK,color_BLUE,color_CHERRY,color_GREY,color_RED,color_SILVER,color_WHITE,country_france,country_italy,country_portugal,country_spain,predicted_price,real_price
1014,2025,831.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,57581.273,51510.0
1768,2020,60.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,31469.7,32900.0
637,2024,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,43847.9,44175.0
950,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,115366.66,113770.0
1410,2025,0.0,528.0,262.0,3.1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,61223.105,64480.0
848,2022,70.0,514.0,250.0,3.7,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,42988.35,45000.0
92,2024,0.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,49066.43,46760.0
808,2023,9.0,491.0,225.0,6.1,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,36265.57,36200.0
1089,2025,0.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,52044.5,49975.0
1615,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,42975.51,42175.0
466,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,52456.566,53090.0
104,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,53672.117,55070.0
1628,2025,0.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,58605.832,58475.0
654,2024,1.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,102891.945,103375.0
906,2025,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,51900.62,48780.0
1027,2025,0.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,50062.39,48470.0
1094,2025,0.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,52044.5,52875.0
44,2024,3325.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,54064.363,54860.0
1444,2025,26.0,576.0,250.0,3.9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,109001.35,108540.0
187,2021,26.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,33794.4,34900.0
976,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,51672.992,48470.0
1194,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,113870.18,115075.0
881,2025,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,50758.363,51410.0
1711,2025,0.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,42651.38,42175.0
1732,2025,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,57800.914,58775.0
1561,2021,39.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,33940.984,38700.0
1671,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,113267.56,111425.0
1656,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,44364.34,44675.0
152,2024,3522.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,48538.586,46940.0
448,2024,15.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,51301.074,54330.0
834,2021,47.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,34071.965,33800.0
137,2024,0.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,43926.38,46860.0
883,2025,1725.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,53967.91,55170.0
414,2024,60.0,576.0,250.0,3.9,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,113254.42,118690.0
413,2024,401.0,543.0,262.0,2.6,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,114039.84,112810.0
1750,2019,91.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,28676.275,29300.0
1788,2020,57.0,409.0,225.0,5.6,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,27667.42,28200.0
114,2024,5955.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,42606.402,42670.0
1405,2025,0.0,528.0,262.0,3.1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,61223.105,59490.0
742,2024,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,57717.34,58925.0
1489,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,55265.016,56580.0
483,2024,0.0,430.0,217.0,6.9,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,46690.293,46880.0
149,2024,31.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,42909.17,45040.0
203,2024,3443.0,600.0,322.0,2.1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,116443.305,115725.0
1229,2025,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,60403.414,60275.0
266,2024,0.0,455.0,217.0,6.9,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,44928.465,43815.0
27,2024,0.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,59482.992,59770.0
1581,2019,114.0,565.0,249.0,4.9,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,44361.723,44500.0
193,2018,108.0,565.0,249.0,4.9,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,43824.492,47900.0
537,2021,24.0,448.0,225.0,5.6,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,31890.236,33500.0
1793,2023,19.0,491.0,225.0,6.1,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,36165.242,35100.0
1159,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,43014.367,44675.0
141,2024,0.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,49735.164,50410.0
1453,2025,0.0,455.0,217.0,6.9,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,46612.008,44990.0
1663,2025,5.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,51435.348,52595.0
558,2021,88.0,567.0,261.0,3.3,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,33956.613,33400.0
1436,2025,0.0,576.0,250.0,3.9,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,114925.09,110390.0
211,2024,7475.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,49606.527,49325.0
527,2020,53.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,31113.742,30800.0
1164,2025,0.0,702.0,201.0,5.2,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,48794.27,49325.0
451,2024,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,57618.37,57790.0
1584,2019,98.0,507.0,250.0,4.6,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,48959.42,48000.0
1360,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,43863.97,46980.0
912,2025,2050.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,46523.566,47520.0
160,2024,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,60011.83,61570.0
498,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,53798.566,50590.0
1576,2021,64.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,33160.0,32500.0
1218,2025,0.0,533.0,217.0,5.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,53481.152,51655.0
1599,2024,9.0,455.0,217.0,6.9,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,41768.75,41000.0
1660,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,44082.97,44675.0
488,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,54192.83,54040.0
1746,2020,109.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,28171.658,27400.0
1680,2025,0.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,42525.035,42225.0
30,2024,5580.0,513.0,201.0,6.1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,38421.812,36390.0
56,2024,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,49560.062,47470.0
541,2019,51.0,530.0,261.0,3.4,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,31405.074,33000.0
288,2022,32.0,533.0,217.0,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,42247.273,43800.0
1239,2025,0.0,533.0,217.0,5.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,53512.434,53795.0
698,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,50618.04,55175.0
939,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,115443.03,116170.0
1720,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,50805.008,51625.0
967,2025,1317.0,430.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,43887.766,42190.0
1461,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,55010.785,53340.0
1336,2025,0.0,640.0,201.0,5.2,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,47850.066,48670.0
126,2024,5127.0,430.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,45802.844,45890.0
1503,2025,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,59926.61,59290.0
217,2024,0.0,528.0,262.0,3.1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,60818.984,61675.0
395,2024,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,53839.184,51990.0
583,2022,20.0,514.0,250.0,3.7,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,45695.88,46400.0
1537,2021,37.0,448.0,225.0,5.6,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,30994.842,30300.0
1398,2025,11.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,52090.684,52960.0
1733,2025,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,57800.914,58925.0
479,2024,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,58663.33,55290.0
1796,2020,57.0,440.0,225.0,5.6,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,29681.52,28700.0
138,2024,3295.0,565.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,49324.547,48930.0
1625,2025,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,51692.926,52525.0
120,2024,1525.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,50466.37,52480.0
1739,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,51349.5,52925.0
1721,2025,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,56818.312,56275.0
1195,2025,0.0,543.0,262.0,2.6,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,122561.016,119575.0
1126,2025,0.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,52324.51,54175.0
214,2024,0.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,52960.473,51275.0
832,2019,58.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,31066.098,31300.0
884,2025,0.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,59442.477,59770.0
1158,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,43014.367,44325.0
71,2024,92.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,115507.41,118070.0
598,2024,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,42437.855,42175.0
1782,2023,10.0,491.0,225.0,6.1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,36510.766,35300.0
279,2024,16.0,629.0,201.0,4.4,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,48301.066,46500.0
283,2023,14.0,602.0,233.0,3.9,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,42894.57,44900.0
281,2020,81.0,560.0,233.0,4.6,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,30404.508,32900.0
608,2024,0.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,58121.934,59675.0
275,2024,0.0,533.0,217.0,5.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,54252.008,52845.0
616,2024,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,51714.645,51275.0
263,2024,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,58826.0,58455.0
1147,2025,0.0,702.0,201.0,5.2,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,48627.863,49325.0
110,2024,7.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,55312.89,58280.0
1118,2025,0.0,702.0,201.0,5.2,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,47630.664,48625.0
1683,2025,0.0,565.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,49383.473,48175.0
1180,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,114522.22,110975.0
261,2024,0.0,533.0,217.0,5.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,53228.64,56215.0
984,2025,29.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,54627.95,50990.0
1810,2020,61.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,31773.7,31000.0
1818,2021,59.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,33618.996,32700.0
